13	16S_DB:480	99.485	1359	5	2	1	1359	48	1404	0.0	2475
13	16S_DB:573	99.264	1359	8	2	1	1359	82	1438	0.0	2453
13	16S_DB:501	98.676	1360	13	5	1	1359	53	1408	0.0	2407
13	16S_DB:592	97.943	1361	22	6	1	1359	80	1436	0.0	2355
13	16S_DB:583	97.868	1360	25	4	1	1359	49	1405	0.0	2350
13	16S_DB:531	96.544	1360	40	6	1	1359	59	1412	0.0	2244
13	16S_DB:485	96.547	1361	38	9	1	1359	60	1413	0.0	2244
13	16S_DB:523	96.397	1360	41	7	3	1359	61	1415	0.0	2233
13	16S_DB:464	96.324	1360	42	7	1	1359	12	1364	0.0	2228
13	16S_DB:589	96.256	1362	39	11	1	1359	63	1415	0.0	2222
18	16S_DB:494	99.033	1344	10	3	1	1344	49	1389	0.0	2416
18	16S_DB:491	99.033	1344	10	3	1	1344	10	1350	0.0	2410
18	16S_DB:601	98.438	1344	18	3	1	1344	64	1404	0.0	2362
18	16S_DB:468	98.363	1344	19	3	1	1344	68	1408	0.0	2357
18	16S_DB:556	98.364	1345	15	6	1	1344	78	1416	0.0	2355
18	16S_DB:467	98.289	1344	20	3	1	1344	69	1409	0.0	2351
18	16S_DB:478	98.064	1343	23	3	2	1344	48	1387	0.0	2344
18	16S_DB:474	98.144	1347	19	6	1	1344	64	1407	0.0	2344
18	16S_DB:509	98.065	1344	23	3	1	1344	71	1411	0.0	2335
18	16S_DB:536	97.768	1344	26	4	1	1344	59	1398	0.0	2313
2	16S_DB:549	99.552	1340	5	1	4	1343	81	1419	0.0	2440
2	16S_DB:550	99.254	1340	9	1	4	1343	81	1419	0.0	2418
2	16S_DB:521	99.254	1340	9	1	4	1343	65	1403	0.0	2418
2	16S_DB:558	99.104	1340	11	1	4	1343	81	1419	0.0	2407
2	16S_DB:548	99.104	1340	11	1	4	1343	81	1419	0.0	2407
2	16S_DB:554	99.030	1340	12	1	4	1343	81	1419	0.0	2401
2	16S_DB:578	98.955	1340	13	1	4	1343	81	1419	0.0	2396
2	16S_DB:557	98.657	1340	17	1	4	1343	81	1419	0.0	2374
2	16S_DB:555	98.657	1340	17	1	4	1343	81	1419	0.0	2374
2	16S_DB:547	98.657	1340	17	1	4	1343	81	1419	0.0	2374
27	16S_DB:546	100.000	1342	0	0	1	1342	78	1419	0.0	2479
27	16S_DB:557	99.553	1342	6	0	1	1342	78	1419	0.0	2446
27	16S_DB:555	99.553	1342	6	0	1	1342	78	1419	0.0	2446
27	16S_DB:547	99.553	1342	6	0	1	1342	78	1419	0.0	2446
27	16S_DB:578	99.404	1342	8	0	1	1342	78	1419	0.0	2435
27	16S_DB:554	99.255	1342	10	0	1	1342	78	1419	0.0	2423
27	16S_DB:550	99.180	1342	11	0	1	1342	78	1419	0.0	2418
27	16S_DB:548	99.180	1342	11	0	1	1342	78	1419	0.0	2418
27	16S_DB:558	99.179	1340	11	0	3	1342	80	1419	0.0	2414
27	16S_DB:579	98.955	1340	14	0	3	1342	57	1396	0.0	2398
36	16S_DB:480	99.705	1358	3	1	1	1358	48	1404	0.0	2490
36	16S_DB:573	99.485	1358	6	1	1	1358	82	1438	0.0	2468
36	16S_DB:501	98.822	1358	14	2	1	1358	53	1408	0.0	2418
36	16S_DB:592	98.087	1359	23	3	1	1358	80	1436	0.0	2364
36	16S_DB:583	98.012	1358	26	1	1	1358	49	1405	0.0	2359
36	16S_DB:531	96.686	1358	41	3	1	1358	59	1412	0.0	2255
36	16S_DB:485	96.689	1359	39	6	1	1358	60	1413	0.0	2255
36	16S_DB:464	96.465	1358	43	4	1	1358	12	1364	0.0	2237
36	16S_DB:589	96.397	1360	40	8	1	1358	63	1415	0.0	2231
36	16S_DB:523	96.394	1359	42	5	3	1358	61	1415	0.0	2231
4	16S_DB:600	99.335	1354	4	4	1	1353	79	1428	0.0	2446
4	16S_DB:537	99.114	1354	7	4	1	1353	59	1408	0.0	2429
4	16S_DB:597	98.892	1354	10	4	1	1353	67	1416	0.0	2412
4	16S_DB:599	98.527	1358	9	8	1	1353	80	1431	0.0	2386
4	16S_DB:595	98.527	1358	9	8	1	1353	80	1431	0.0	2386
4	16S_DB:598	98.380	1358	12	6	1	1353	34	1386	0.0	2377
4	16S_DB:543	98.379	1357	12	6	2	1353	78	1429	0.0	2375
4	16S_DB:596	98.308	1359	13	6	1	1354	65	1418	0.0	2374
4	16S_DB:570	98.306	1358	13	6	1	1353	39	1391	0.0	2372
4	16S_DB:574	98.234	1359	14	6	1	1354	33	1386	0.0	2368
48	16S_DB:484	98.375	1354	20	1	2	1355	48	1399	0.0	2390
48	16S_DB:531	98.156	1356	23	1	1	1356	59	1412	0.0	2364
48	16S_DB:561	97.861	1356	25	3	2	1356	60	1412	0.0	2340
48	16S_DB:599	97.789	1357	25	3	1	1356	80	1432	0.0	2335
48	16S_DB:595	97.789	1357	25	3	1	1356	80	1432	0.0	2335
48	16S_DB:535	97.712	1355	27	3	3	1356	61	1412	0.0	2327
48	16S_DB:505	97.712	1355	27	3	3	1356	61	1412	0.0	2327
48	16S_DB:564	97.642	1357	26	5	2	1356	60	1412	0.0	2324
48	16S_DB:588	97.570	1358	27	5	1	1356	67	1420	0.0	2320
48	16S_DB:543	97.566	1356	29	3	2	1356	78	1430	0.0	2318
53	16S_DB:548	99.925	1342	1	0	1	1342	78	1419	0.0	2473
53	16S_DB:558	99.925	1340	1	0	3	1342	80	1419	0.0	2470
53	16S_DB:554	99.851	1342	2	0	1	1342	78	1419	0.0	2468
53	16S_DB:550	99.702	1342	4	0	1	1342	78	1419	0.0	2457
53	16S_DB:578	99.553	1342	6	0	1	1342	78	1419	0.0	2446
53	16S_DB:549	99.404	1342	8	0	1	1342	78	1419	0.0	2435
53	16S_DB:557	99.255	1342	10	0	1	1342	78	1419	0.0	2423
53	16S_DB:555	99.255	1342	10	0	1	1342	78	1419	0.0	2423
53	16S_DB:547	99.255	1342	10	0	1	1342	78	1419	0.0	2423
53	16S_DB:546	99.255	1342	10	0	1	1342	78	1419	0.0	2423
62	16S_DB:496	99.106	1342	8	4	1	1342	85	1422	0.0	2409
62	16S_DB:488	98.361	1342	22	0	1	1342	65	1406	0.0	2357
62	16S_DB:534	98.287	1343	19	4	1	1342	57	1396	0.0	2351
62	16S_DB:582	98.212	1342	24	0	1	1342	37	1378	0.0	2346
62	16S_DB:500	98.140	1344	17	8	1	1342	85	1422	0.0	2337
62	16S_DB:580	98.064	1343	25	1	1	1342	52	1394	0.0	2335
62	16S_DB:557	98.063	1342	26	0	1	1342	78	1419	0.0	2335
62	16S_DB:556	98.065	1344	22	4	1	1342	78	1419	0.0	2335
62	16S_DB:555	98.063	1342	26	0	1	1342	78	1419	0.0	2335
62	16S_DB:547	98.063	1342	26	0	1	1342	78	1419	0.0	2335
7	16S_DB:600	98.736	1345	14	3	1	1343	79	1422	0.0	2386
7	16S_DB:537	98.513	1345	17	3	1	1343	59	1402	0.0	2370
7	16S_DB:597	98.439	1345	18	3	1	1343	67	1410	0.0	2364
7	16S_DB:599	98.147	1349	16	6	1	1343	80	1425	0.0	2344
7	16S_DB:595	98.147	1349	16	6	1	1343	80	1425	0.0	2344
7	16S_DB:543	97.926	1350	16	8	2	1343	78	1423	0.0	2327
7	16S_DB:535	97.923	1348	18	6	3	1343	61	1405	0.0	2326
7	16S_DB:505	97.923	1348	18	6	3	1343	61	1405	0.0	2326
7	16S_DB:598	97.704	1350	21	7	1	1343	34	1380	0.0	2313
7	16S_DB:596	97.630	1350	22	7	1	1343	65	1411	0.0	2307
8	16S_DB:597	99.926	1351	0	1	1	1350	67	1417	0.0	2488
8	16S_DB:600	99.556	1351	5	1	1	1350	79	1429	0.0	2460
8	16S_DB:537	99.556	1351	5	1	1	1350	59	1409	0.0	2460
8	16S_DB:598	98.744	1354	13	2	1	1350	34	1387	0.0	2403
8	16S_DB:570	98.744	1354	13	2	1	1350	39	1392	0.0	2403
8	16S_DB:593	98.744	1353	13	2	1	1349	83	1435	0.0	2401
8	16S_DB:574	98.744	1353	13	2	1	1349	33	1385	0.0	2401
8	16S_DB:594	98.671	1354	14	2	1	1350	34	1387	0.0	2398
8	16S_DB:596	98.670	1353	14	2	1	1349	65	1417	0.0	2396
8	16S_DB:591	98.670	1353	14	2	1	1349	82	1434	0.0	2396
85	16S_DB:594	98.968	1357	10	3	1	1356	34	1387	0.0	2425
85	16S_DB:507	98.747	1357	13	3	1	1356	59	1412	0.0	2414
85	16S_DB:477	98.600	1357	15	3	1	1356	49	1402	0.0	2407
85	16S_DB:574	98.673	1356	14	3	1	1355	33	1385	0.0	2401
85	16S_DB:596	98.599	1356	15	3	1	1355	65	1417	0.0	2396
85	16S_DB:591	98.599	1356	15	3	1	1355	82	1434	0.0	2396
85	16S_DB:598	98.526	1357	16	3	1	1356	34	1387	0.0	2392
85	16S_DB:593	98.525	1356	16	3	1	1355	83	1435	0.0	2390
85	16S_DB:506	98.379	1357	18	3	1	1356	34	1387	0.0	2383
85	16S_DB:570	98.379	1357	18	3	1	1356	39	1392	0.0	2381
95	16S_DB:491	99.702	1344	4	0	1	1344	10	1353	0.0	2464
95	16S_DB:494	99.554	1344	6	0	1	1344	49	1392	0.0	2459
95	16S_DB:601	99.107	1344	12	0	1	1344	64	1407	0.0	2416
95	16S_DB:468	99.033	1344	13	0	1	1344	68	1411	0.0	2410
95	16S_DB:467	98.958	1344	14	0	1	1344	69	1412	0.0	2405
95	16S_DB:510	98.885	1345	11	4	1	1344	68	1409	0.0	2398
95	16S_DB:474	98.812	1347	13	3	1	1344	64	1410	0.0	2396
95	16S_DB:556	98.810	1345	12	4	1	1344	78	1419	0.0	2392
95	16S_DB:478	98.585	1343	19	0	2	1344	48	1390	0.0	2386
95	16S_DB:509	98.512	1344	20	0	1	1344	71	1414	0.0	2372
96	16S_DB:573	99.705	1358	3	1	1	1358	82	1438	0.0	2484
96	16S_DB:480	99.043	1358	12	1	1	1358	48	1404	0.0	2440
96	16S_DB:501	98.749	1359	13	4	1	1358	53	1408	0.0	2412
96	16S_DB:592	98.012	1358	26	1	1	1358	80	1436	0.0	2359
96	16S_DB:583	97.866	1359	26	3	1	1358	49	1405	0.0	2348
96	16S_DB:531	96.760	1358	40	3	1	1358	59	1412	0.0	2261
96	16S_DB:492	96.608	1356	41	4	2	1357	80	1430	0.0	2244
96	16S_DB:485	96.542	1359	41	5	1	1358	60	1413	0.0	2244
96	16S_DB:464	96.539	1358	42	4	1	1358	12	1364	0.0	2242
96	16S_DB:604	96.463	1357	43	4	2	1358	52	1403	0.0	2235
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:86	93.218	634	39	4	1	632	37	668	0.0	929
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:85	93.218	634	38	5	1	632	37	667	0.0	928
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:91	92.902	634	41	4	1	632	22	653	0.0	920
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:89	92.744	634	42	4	1	632	47	678	0.0	915
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:90	91.969	635	45	6	1	632	29	660	0.0	885
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:82	96.332	518	16	3	1	516	37	553	0.0	852
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:77	95.946	518	18	3	1	516	49	565	0.0	837
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:78	95.753	518	19	3	1	516	50	566	0.0	833
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:84	95.769	520	15	6	1	516	51	567	0.0	832
1367SAA005_14Cip-FD1.b1.ab1_638	16S_DB:81	95.192	520	18	6	1	516	50	566	0.0	815
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:432	97.396	576	14	1	1	576	20	594	0.0	979
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:431	97.396	576	14	1	1	576	2	576	0.0	979
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:415	97.396	576	14	1	1	576	55	629	0.0	979
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:461	97.059	578	14	3	1	576	45	621	0.0	970
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:455	97.049	576	16	1	1	576	24	598	0.0	968
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:434	97.049	576	16	1	1	576	26	600	0.0	968
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:417	96.886	578	15	2	1	576	35	611	0.0	965
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:410	96.875	576	17	1	1	576	25	599	0.0	963
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:460	96.701	576	18	1	1	576	55	629	0.0	957
1367SAA005_2NXC111R-FD1.b1.ab1_579	16S_DB:454	96.701	576	18	1	1	576	24	598	0.0	957
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:460	96.766	1144	33	4	1	1143	53	1193	0.0	1905
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:461	96.513	1147	32	7	1	1143	43	1185	0.0	1890
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:455	96.164	1147	34	10	1	1143	22	1162	0.0	1866
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:408	95.637	1146	42	8	1	1143	39	1179	0.0	1832
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:453	95.550	1146	43	8	1	1143	33	1173	0.0	1827
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:448	95.550	1146	43	8	1	1143	33	1173	0.0	1827
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:459	95.379	1147	45	8	1	1143	11	1153	0.0	1820
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:458	95.284	1145	48	6	1	1143	40	1180	0.0	1810
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:457	95.284	1145	48	6	1	1143	39	1179	0.0	1810
1367SAA005_2NXC11R-FD1.b1.ab1_1153	16S_DB:454	95.201	1146	47	8	1	1143	22	1162	0.0	1805
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:432	97.751	578	12	1	1	578	24	600	0.0	994
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:431	97.751	578	12	1	1	578	6	582	0.0	994
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:415	97.751	578	12	1	1	578	59	635	0.0	994
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:461	97.582	579	11	3	2	578	50	627	0.0	989
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:455	97.405	578	14	1	1	578	28	604	0.0	983
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:434	97.405	578	14	1	1	578	30	606	0.0	983
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:417	97.241	580	13	2	1	578	39	617	0.0	979
1367SAA005_2NXC14R-FD1.b1.ab1_578	16S_DB:460	97.552	572	13	1	7	578	65	635	0.0	977
